STATE,FIRE_YEAR,CAUSE,fire_count,total_acres
HI,2003,Human,2,2170.0
HI,2003,Natural,7,7159.0
HI,2003,Undetermined,932,14968.6
HI,2004,Human,1,0.1
HI,2004,Natural,1,656.0
HI,2004,Undetermined,685,3245.2
HI,2005,Human,4,5.4
HI,2005,Undetermined,1238,45624.200000000004
HI,2006,Undetermined,789,13496.15
HI,2007,Human,7,424.2
HI,2007,Natural,2,4.1
HI,2007,Undetermined,955,39246.85
HI,2008,Human,3,400.2
HI,2008,Undetermined,766,5728.44
HI,2009,Human,1,23.0
HI,2009,Natural,2,900.1
HI,2009,Undetermined,814,10902.3
HI,2010,Human,9,712.4
HI,2010,Natural,1,0.1
HI,2010,Undetermined,975,14501.32
HI,2011,Human,2,0.2
HI,2011,Natural,2,2216.0
HI,2011,Undetermined,598,2375.38
HI,2012,Human,6,1905.0
HI,2012,Natural,1,0.1
HI,2012,Undetermined,708,6082.610000000001
HI,2013,Human,6,700.1
HI,2013,Natural,2,0.30000000000000004
HI,2013,Undetermined,52,61.0
HI,2014,Human,1,0.1
HI,2014,Natural,1,0.1
HI,2015,Human,3,4336.6
HI,2015,Undetermined,1,500.0
HI,2016,Human,15,13835.0
HI,2016,Natural,1,1787.0
HI,2017,Human,20,5216.0
HI,2017,Natural,2,1.6
HI,2018,Human,11,25254.3
HI,2018,Natural,3,828.7
HI,2019,Human,12,24475.2
HI,2019,Undetermined,1,931.0
HI,2020,Human,8,5257.46
IA,1992,Human,5,85.3
IA,1993,Human,3,30.0
IA,1993,Undetermined,3,0.7
IA,1994,Human,5,105.4
IA,1995,Human,6,57.4
IA,1996,Human,28,1026.4
IA,1997,Human,10,93.0
IA,1998,Human,3,70.0
IA,1999,Human,18,331.6
IA,1999,Undetermined,2,104.0
IA,2000,Human,9,24.7
IA,2000,Undetermined,10,1710.0
IA,2001,Human,10,85.0
IA,2002,Human,35,229.7
IA,2002,Undetermined,16,37.3
IA,2003,Human,33,2337.5
IA,2003,Undetermined,17,995.5
IA,2004,Human,44,1015.0
IA,2004,Natural,1,59.1
IA,2004,Undetermined,5,36.4
IA,2005,Human,24,6358.2
IA,2005,Undetermined,10,143.9
IA,2006,Human,11,50.3
IA,2006,Undetermined,431,5320.73
IA,2007,Human,6,54.5
IA,2007,Undetermined,137,787.063
IA,2008,Human,8,50.5
IA,2008,Undetermined,143,1637.96
IA,2009,Human,28,274.6
IA,2009,Undetermined,674,7674.352
IA,2010,Human,5,172.1
IA,2010,Undetermined,194,2232.842
IA,2011,Human,12,608.8
IA,2011,Undetermined,427,6852.6325
IA,2012,Human,440,3816.011
IA,2012,Natural,6,102.5
IA,2012,Undetermined,11,65.5
IA,2013,Human,238,2257.29
IA,2013,Natural,3,0.03
IA,2013,Undetermined,2,160.0
IA,2014,Human,540,10402.865
IA,2014,Natural,3,120.01
IA,2015,Human,510,13890.5781
IA,2015,Natural,3,1.1
IA,2015,Undetermined,4,22.6
IA,2016,Human,162,1313.49
IA,2016,Natural,2,22.0
IA,2016,Undetermined,3,33.7
IA,2017,Human,391,6785.64
IA,2017,Natural,4,2.2
IA,2017,Undetermined,7,86.0
IA,2018,Human,387,7502.1
IA,2018,Natural,3,392.0
IA,2018,Undetermined,2,174.0
IA,2019,Human,162,1944.04
IA,2019,Undetermined,4,44.5
IA,2020,Human,409,6332.05
IA,2020,Natural,1,0.1
IA,2020,Undetermined,2,30.1
ID,1992,Human,612,51169.4
ID,1992,Natural,1583,633489.5
ID,1993,Human,281,5481.2
ID,1993,Natural,416,1657.0
ID,1993,Undetermined,1,840.0
ID,1994,Human,729,130748.7
ID,1994,Natural,2602,597337.4
ID,1994,Undetermined,5,943.5
ID,1995,Human,426,70166.4
ID,1995,Natural,1004,198296.7
ID,1995,Undetermined,2,218.1
ID,1996,Human,642,191219.2
ID,1996,Natural,1330,705434.5
ID,1996,Undetermined,2,6.199999999999999
ID,1997,Human,340,22029.6
ID,1997,Natural,790,20872.8
ID,1998,Human,398,32214.2
ID,1998,Natural,1360,119085.09999999999
ID,1999,Human,741,108422.76
ID,1999,Natural,1172,307747.75999999995
ID,1999,Undetermined,2,15.2
ID,2000,Human,552,109265.88
ID,2000,Natural,1195,1241486.6
ID,2000,Undetermined,2,34.0
ID,2001,Human,696,82709.65
ID,2001,Natural,985,110081.97
ID,2001,Undetermined,2,10.0
ID,2002,Human,484,14793.15
ID,2002,Natural,1025,71417.4
ID,2002,Undetermined,2,0.6
ID,2003,Human,613,107598.6
ID,2003,Natural,1042,228484.51
ID,2003,Undetermined,1,20.0
ID,2004,Human,311,6558.1
ID,2004,Natural,827,12463.7
ID,2005,Human,533,145835.431
ID,2005,Natural,697,503072.29000000004
ID,2005,Undetermined,1,0.5
ID,2006,Human,542,170047.291
ID,2006,Natural,1343,740738.58
ID,2006,Undetermined,3,0.6
ID,2007,Human,742,155552.18
ID,2007,Natural,846,2029103.76
ID,2007,Undetermined,1,0.3
ID,2008,Human,497,96750.73999999999
ID,2008,Natural,487,78434.12000000001
ID,2008,Undetermined,2,5.5
ID,2009,Human,444,12624.65
ID,2009,Natural,753,11283.06
ID,2009,Undetermined,1,0.2
ID,2010,Human,556,174597.23
ID,2010,Natural,594,469270.93000000005
ID,2011,Human,634,43348.63
ID,2011,Natural,683,315824.42
ID,2011,Undetermined,1,50176.0
ID,2012,Human,552,289140.06
ID,2012,Natural,637,1487116.23
ID,2012,Undetermined,1,0.1
ID,2013,Human,487,53161.92
ID,2013,Natural,1076,687017.68
ID,2013,Undetermined,3,145.9
ID,2014,Human,473,24235.64
ID,2014,Natural,741,167860.93
ID,2014,Undetermined,1,6796.0
ID,2015,Human,445,42687.84
ID,2015,Natural,832,748338.27
ID,2016,Human,464,269712.54
ID,2016,Natural,232,99309.83
ID,2016,Undetermined,2,300.4
ID,2017,Human,1018,188938.35
ID,2017,Natural,560,512186.7
ID,2017,Undetermined,1,0.1
ID,2018,Human,756,194388.03
ID,2018,Natural,338,396997.83
ID,2019,Human,455,78672.54999999999
ID,2019,Natural,486,205884.78
ID,2020,Human,648,242078.57
ID,2020,Natural,288,76816.64
ID,2020,Undetermined,29,1461.7
IL,1992,Human,18,235.4
IL,1993,Human,5,29.8
IL,1994,Human,26,378.7
IL,1994,Natural,1,5.0
IL,1995,Human,47,993.2
IL,1996,Human,19,136.8
IL,1996,Undetermined,2,13.0
IL,1997,Human,10,13.700000000000001
IL,1998,Human,21,164.3
IL,1998,Undetermined,1,1.0
IL,1999,Human,53,497.2
IL,2000,Human,28,583.2
IL,2000,Natural,1,14.0
IL,2001,Human,37,509.0
IL,2001,Natural,4,19.3
IL,2001,Undetermined,4,2.8
IL,2002,Human,36,98.2
IL,2002,Undetermined,7,2.6
IL,2003,Human,32,479.25
IL,2003,Natural,1,600.0
IL,2003,Undetermined,15,517.7
IL,2004,Human,62,816.41
IL,2004,Natural,1,0.1
IL,2004,Undetermined,25,59.1
IL,2005,Human,34,587.45
IL,2005,Natural,2,225.1
IL,2005,Undetermined,26,168.0
IL,2006,Human,24,241.15
IL,2006,Natural,1,0.1
IL,2006,Undetermined,9,31.95
IL,2007,Human,50,453.95
IL,2007,Natural,2,2.1
IL,2007,Undetermined,47,374.85
IL,2008,Human,192,863.59
IL,2008,Natural,3,75.19999999999999
IL,2008,Undetermined,2,1.1
IL,2009,Human,341,3219.0
IL,2009,Natural,4,4.2
IL,2009,Undetermined,2,40.2
IL,2010,Human,436,2528.55
IL,2010,Natural,4,5.199999999999999
IL,2010,Undetermined,12,74.8
IL,2011,Human,134,2223.33
IL,2011,Natural,2,0.2
IL,2012,Human,155,1330.25
IL,2012,Natural,5,21.8
IL,2012,Undetermined,7,4.1000000000000005
IL,2013,Human,163,831.77
IL,2013,Natural,4,7.75
IL,2013,Undetermined,2,6.1
IL,2014,Human,225,2420.965
IL,2014,Natural,2,1.1
IL,2015,Human,93,1564.8
IL,2016,Human,55,244.31
IL,2016,Natural,1,67.0
IL,2017,Human,143,479.01
IL,2017,Natural,1,60.0
IL,2018,Human,175,872.6800000000001
IL,2019,Human,81,372.26
IL,2019,Undetermined,2,0.2
IL,2020,Human,117,1110.151
IL,2020,Natural,2,1.1
IL,2020,Undetermined,6,23.220000000000002
IN,1992,Human,95,247.3
IN,1993,Human,56,464.3
IN,1994,Human,83,577.7
IN,1994,Natural,2,0.2
IN,1995,Human,101,881.4
IN,1996,Human,87,494.9
IN,1996,Natural,1,0.1
IN,1997,Human,35,82.9
IN,1997,Natural,1,0.1
IN,1998,Human,55,174.8
IN,1998,Natural,2,0.2
IN,1999,Human,149,763.9
IN,1999,Natural,1,0.2
IN,1999,Undetermined,1,0.1
IN,2000,Human,92,707.9
IN,2001,Human,134,1139.2
IN,2001,Natural,2,0.30000000000000004
IN,2001,Undetermined,4,28.1
IN,2002,Human,106,737.5
IN,2002,Natural,2,0.2
IN,2002,Undetermined,15,28.5
IN,2003,Human,123,1111.5
IN,2003,Natural,2,1.1
IN,2003,Undetermined,30,311.40000000000003
IN,2004,Human,167,761.61
IN,2004,Natural,2,1.1
IN,2004,Undetermined,24,23.0
IN,2005,Human,135,331.1
IN,2005,Natural,13,177.5
IN,2005,Undetermined,25,66.9
IN,2006,Human,71,564.75
IN,2006,Undetermined,15,422.6
IN,2007,Human,99,531.51
IN,2007,Natural,6,3.9000000000000004
IN,2007,Undetermined,22,1573.6
IN,2008,Human,54,106.1
IN,2008,Natural,4,2.4
IN,2008,Undetermined,9,34.9
IN,2009,Human,41,108.7
IN,2009,Natural,4,0.4
IN,2010,Human,71,1500.1
IN,2010,Undetermined,2,70.0
IN,2011,Human,24,539.4
IN,2011,Natural,1,0.1
IN,2011,Undetermined,1,160.0
IN,2012,Human,50,606.75
IN,2012,Natural,5,2.45
IN,2012,Undetermined,2,433.0
IN,2013,Human,18,740.6
IN,2013,Natural,2,0.6
IN,2014,Human,34,126.74
IN,2014,Natural,2,5.4799999999999995
IN,2015,Human,15,673.2
IN,2015,Undetermined,1,0.6
IN,2016,Human,35,537.7
IN,2016,Natural,4,113.1
IN,2016,Undetermined,1,1.0
IN,2017,Human,38,409.83
IN,2017,Natural,2,0.4
IN,2018,Human,26,230.75
IN,2018,Natural,1,0.1
IN,2018,Undetermined,1,1.0
IN,2019,Human,36,597.45
IN,2019,Natural,1,0.1
IN,2019,Undetermined,2,0.8
IN,2020,Human,30,358.25
IN,2020,Undetermined,2,3.75
KS,1992,Human,13,245.1
KS,1992,Natural,3,6.5
KS,1993,Human,12,207.3
KS,1993,Undetermined,2,1602.0
KS,1994,Human,24,6178.7
KS,1994,Natural,12,131.4
KS,1994,Undetermined,11,78150.0
KS,1995,Human,15,196.7
KS,1995,Natural,11,141.2
KS,1995,Undetermined,4,4200.0
KS,1996,Human,16,8179.0
KS,1996,Natural,4,3.4
KS,1996,Undetermined,10,139388.0
KS,1997,Human,14,331.59999999999997
KS,1997,Natural,5,25.200000000000003
KS,1997,Undetermined,3,11053.6
KS,1998,Human,20,929.7
KS,1998,Natural,7,3285.4
KS,1998,Undetermined,4,992.0
KS,1999,Human,30,4472.3
KS,1999,Natural,4,3.9
KS,1999,Undetermined,2,2055.4
KS,2000,Human,38,3486.9
KS,2000,Natural,5,25.4
KS,2000,Undetermined,5,5707.5
KS,2001,Human,60,2488.3
KS,2001,Natural,2,6.0
KS,2001,Undetermined,7,168.0
KS,2002,Human,91,2232.3
KS,2002,Natural,12,247.2
KS,2002,Undetermined,25,63064.5
KS,2003,Human,79,2420.1
KS,2003,Natural,11,253.9
KS,2003,Undetermined,23,5360.2
KS,2004,Human,62,9152.4
KS,2004,Natural,2,2.1
KS,2004,Undetermined,14,1025.2
KS,2005,Human,147,22827.7
KS,2005,Natural,4,1.7
KS,2005,Undetermined,24,93.10000000000001
KS,2006,Human,268,57093.9
KS,2006,Natural,13,2574.4
KS,2006,Undetermined,68,21002.1
KS,2007,Human,136,15072.01
KS,2007,Natural,9,67.2
KS,2007,Undetermined,51,1597.5
KS,2008,Human,81,77304.6
KS,2008,Natural,5,31.5
KS,2008,Undetermined,9,4412.1
KS,2009,Human,59,37756.2
KS,2009,Natural,2,0.2
KS,2009,Undetermined,10,1208.8
KS,2010,Human,28,14540.81
KS,2010,Natural,2,4191.0
KS,2010,Undetermined,10,6377.0
KS,2011,Human,41,79668.41
KS,2011,Natural,5,1409.7
KS,2011,Undetermined,15,19592.0
KS,2012,Human,44,32183.1
KS,2012,Natural,8,4292.63
KS,2012,Undetermined,21,20854.4
KS,2013,Human,6,6554.7
KS,2013,Natural,4,172.2
KS,2013,Undetermined,4,140.1
KS,2014,Human,53,32426.7
KS,2014,Natural,1,0.1
KS,2014,Undetermined,5,4099.0
KS,2015,Human,5806,121758.801
KS,2015,Natural,78,1487.69
KS,2015,Undetermined,1,1024.0
KS,2016,Human,1770,100010.56
KS,2016,Natural,10,29.7
KS,2016,Undetermined,1,1747.0
KS,2017,Human,3903,191116.82
KS,2017,Natural,73,684.1
KS,2017,Undetermined,3,1311.1
KS,2018,Human,3969,79124.55
KS,2018,Natural,63,1676.43
KS,2018,Undetermined,1,667.0
KS,2019,Human,122,17570.95
KS,2019,Natural,1,0.01
KS,2020,Human,920,52901.631
KS,2020,Natural,39,637.91
KS,2020,Undetermined,21,183.9
KY,1992,Human,48,598.5
KY,1992,Natural,1,6.0
KY,1993,Human,79,838.1
KY,1993,Natural,2,5.0
KY,1994,Human,178,4660.6
KY,1995,Human,177,5757.6
KY,1995,Natural,3,106.0
KY,1996,Human,71,1117.3
KY,1996,Natural,1,0.5
KY,1997,Human,673,11605.7
KY,1997,Natural,2,7.0
KY,1998,Human,953,24648.3
KY,1998,Natural,4,318.0
KY,1999,Human,1861,124939.8
KY,1999,Natural,18,694.0
KY,2000,Human,1575,134993.4
KY,2000,Natural,12,1227.2
KY,2001,Human,2054,175165.8
KY,2001,Natural,7,13.6
KY,2002,Human,1045,25839.9
KY,2002,Natural,4,7.5
KY,2003,Human,34,235.6
KY,2003,Undetermined,922,19613.2
KY,2004,Human,60,1252.35
KY,2004,Natural,1,6.0
KY,2004,Undetermined,1177,21454.2
KY,2005,Human,91,9573.25
KY,2005,Natural,1,1.0
KY,2005,Undetermined,1675,48368.685
KY,2006,Human,92,6406.52
KY,2006,Natural,3,45.0
KY,2006,Undetermined,1789,47180.8
KY,2007,Human,2054,64924.6
KY,2007,Natural,26,509.62
KY,2007,Undetermined,1,180.0
KY,2008,Human,1556,38738.05
KY,2008,Natural,7,177.1
KY,2009,Human,1417,43446.91
KY,2009,Natural,2,48.0
KY,2010,Human,1910,60206.45
KY,2010,Natural,3,3.0
KY,2011,Human,1028,23848.07
KY,2011,Natural,4,26.16
KY,2012,Human,1244,32472.72
KY,2012,Natural,19,157.81
KY,2013,Human,1002,24047.42
KY,2013,Natural,2,0.6
KY,2014,Human,1440,42713.249996
KY,2014,Natural,7,373.6
KY,2015,Human,753,19525.72
KY,2015,Natural,3,154.3
KY,2016,Human,1257,79327.09
KY,2016,Natural,3,40.0
KY,2017,Human,880,27463.64
KY,2017,Natural,2,136.0
KY,2018,Human,375,8196.0
KY,2018,Undetermined,2,146.1
KY,2019,Human,746,11066.68
KY,2019,Natural,5,185.0
KY,2020,Human,505,8907.39
KY,2020,Natural,3,126.0
KY,2020,Undetermined,5,134.3
LA,1992,Human,76,17440.6
LA,1992,Natural,7,3541.0
LA,1992,Undetermined,4,4147.5
LA,1993,Human,113,1865.8
LA,1993,Natural,12,6049.0
LA,1993,Undetermined,2,152.0
LA,1994,Human,104,2133.1
LA,1994,Natural,5,107.5
LA,1994,Undetermined,2,280.0
LA,1995,Human,124,2815.5
LA,1995,Natural,8,3107.0
LA,1995,Undetermined,7,1355.4
LA,1996,Human,136,7265.6
LA,1996,Natural,12,762.3
LA,1996,Undetermined,9,226.2
LA,1997,Human,1339,17238.5
LA,1997,Natural,20,3839.5
LA,1997,Undetermined,2,571.0
LA,1998,Human,2263,30081.6
LA,1998,Natural,19,4044.5
LA,1998,Undetermined,1,0.1
LA,1999,Human,2775,36130.8
LA,1999,Natural,10,1475.1
LA,1999,Undetermined,3,17.1
LA,2000,Human,4215,85627.7
LA,2000,Natural,13,4954.1
LA,2000,Undetermined,6,527.7
LA,2001,Human,963,11301.1
LA,2001,Natural,13,15276.0
LA,2002,Human,1456,15418.5
LA,2002,Natural,24,9256.8
LA,2002,Undetermined,1,10.0
LA,2003,Human,61,8784.1
LA,2003,Natural,29,8127.7
LA,2003,Undetermined,4,448.0
LA,2004,Human,50,8535.7
LA,2004,Natural,28,6578.799999999999
LA,2005,Human,1466,21689.752
LA,2005,Natural,1790,43088.55
LA,2005,Undetermined,128,1606.8
LA,2006,Human,3088,39181.9
LA,2006,Natural,33,773.9
LA,2006,Undetermined,10,2028.2
LA,2007,Human,54,631.7
LA,2007,Natural,5,50.0
LA,2007,Undetermined,4,90.3
LA,2008,Human,1391,18115.02732
LA,2008,Natural,45,6117.5
LA,2008,Undetermined,2,89.0
LA,2009,Human,1437,13100.635157
LA,2009,Natural,29,12621.26
LA,2009,Undetermined,76,9590.43
LA,2010,Human,1754,20363.0904
LA,2010,Natural,648,23087.0095
LA,2010,Undetermined,14,270.09999999999997
LA,2011,Human,161,7539.51
LA,2011,Natural,31,17390.0
LA,2011,Undetermined,25,12909.4
LA,2012,Human,791,6309.03
LA,2012,Natural,75,3347.79
LA,2012,Undetermined,11,862.4
LA,2013,Human,1045,10740.0202
LA,2013,Natural,29,12014.41
LA,2013,Undetermined,1,0.1
LA,2014,Human,845,10880.8147
LA,2014,Natural,23,24093.13
LA,2014,Undetermined,8,2608.7999999999997
LA,2015,Human,53,6601.54
LA,2015,Natural,7,1522.51
LA,2015,Undetermined,1015,12203.6037
LA,2016,Human,742,8204.545
LA,2016,Natural,19,18121.92
LA,2016,Undetermined,4,442.2
LA,2017,Human,738,7214.727
LA,2017,Natural,12,1455.01
LA,2017,Undetermined,4,276.7
LA,2018,Human,673,9092.716
LA,2018,Natural,37,1757.88
LA,2018,Undetermined,4,490.0
LA,2019,Human,493,3616.502
LA,2019,Natural,9,7851.14
LA,2019,Undetermined,3,9.36
LA,2020,Human,359,5155.42
LA,2020,Natural,9,2714.38
LA,2020,Undetermined,13,373.77000000000004
MA,1992,Human,7,5.4
MA,1993,Human,4,1.5
MA,1994,Human,1,0.1
MA,1995,Human,14,8.6
MA,1995,Undetermined,1,0.1
MA,1996,Human,4,2.2
MA,1997,Human,11,5.4
MA,1998,Human,1,3.0
MA,1999,Human,7,1.5
MA,2000,Human,2,1.8
MA,2000,Undetermined,1,4.0
MA,2001,Human,12,10.2
MA,2001,Natural,2,7.1
MA,2001,Undetermined,3,252.0
MA,2002,Human,74,355.5
MA,2002,Natural,10,122.6
MA,2002,Undetermined,31,34.0
MA,2003,Human,56,77.10000000000001
MA,2003,Natural,2,0.2
MA,2003,Undetermined,17,315.7
MA,2004,Human,45,171.1
MA,2004,Natural,2,0.6
MA,2004,Undetermined,22,26.099999999999998
MA,2005,Human,24,829.7
MA,2005,Natural,2,0.2
MA,2005,Undetermined,4,0.8
MA,2006,Human,22,15.9
MA,2006,Natural,1,0.1
MA,2006,Undetermined,8,7.2
MA,2007,Human,23,16.8
MA,2007,Natural,2,0.2
MA,2007,Undetermined,9,188.4
MA,2008,Human,5,830.3
MA,2008,Undetermined,7,18.2
MA,2009,Human,1,1.0
MA,2010,Human,2,1.2
MA,2010,Undetermined,1,321.0
MA,2012,Human,5,2.9
MA,2013,Human,5,17.6
MA,2014,Human,5,283.2
MA,2014,Undetermined,1,90.0
MA,2015,Human,2100,2058.68
MA,2015,Natural,67,34.55
MA,2015,Undetermined,3,1.0
MA,2016,Human,2059,1482.529
MA,2016,Natural,46,140.5
MA,2016,Undetermined,3,1.2000000000000002
MA,2017,Human,1139,683.47
MA,2017,Natural,18,4.8
MA,2017,Undetermined,1,0.25
MA,2018,Human,866,431.32
MA,2018,Natural,20,9.75
MA,2019,Human,268,240.07999999999998
MA,2019,Natural,4,1.45
MA,2020,Human,1298,816.093
MA,2020,Natural,22,71.39999999999999
MA,2020,Undetermined,1,0.1
MD,1992,Human,12,1160.3
MD,1993,Human,10,1657.9
MD,1993,Undetermined,1,15.0
MD,1994,Human,14,784.8000000000001
MD,1994,Natural,2,2.1
MD,1995,Human,31,1304.3
MD,1995,Undetermined,1,0.1
MD,1996,Human,17,312.1
MD,1997,Human,19,181.70000000000002
MD,1998,Human,14,527.5
MD,1998,Natural,1,1.0
MD,1998,Undetermined,2,15.5
MD,1999,Human,28,1609.4
MD,1999,Natural,3,11.1
MD,1999,Undetermined,3,5.199999999999999
MD,2000,Human,12,169.7
MD,2000,Natural,2,40.0
MD,2001,Human,20,6847.6
MD,2001,Natural,1,0.5
MD,2001,Undetermined,1,1.0
MD,2002,Human,6,970.5
MD,2002,Natural,4,175.1
MD,2002,Undetermined,4,640.5
MD,2003,Human,4,965.1
MD,2003,Undetermined,1,408.0
MD,2004,Human,18,4998.5
MD,2004,Undetermined,3,1340.0
MD,2005,Human,408,3976.1
MD,2005,Natural,6,32.7
MD,2005,Undetermined,3,25.1
MD,2006,Human,693,6653.1
MD,2006,Natural,15,35.800000000000004
MD,2006,Undetermined,10,143.6
MD,2007,Human,562,7147.8
MD,2007,Natural,32,138.1
MD,2007,Undetermined,4,28.9
MD,2008,Human,504,2763.0
MD,2008,Natural,26,31.1
MD,2009,Human,13,4228.1
MD,2009,Natural,1,0.1
MD,2009,Undetermined,247,378.7
MD,2010,Human,11,9.5
MD,2010,Natural,3,74.0
MD,2010,Undetermined,154,3497.1000000000004
MD,2011,Human,116,5360.18
MD,2011,Natural,11,264.0
MD,2011,Undetermined,6,4623.2
MD,2012,Human,150,630.2
MD,2012,Natural,10,154.7
MD,2012,Undetermined,3,655.0
MD,2013,Human,120,416.55
MD,2013,Natural,4,3.3
MD,2013,Undetermined,2,7.0
MD,2014,Human,120,1778.0
MD,2014,Natural,2,1.1
MD,2014,Undetermined,1,2.0
MD,2015,Human,148,1016.5
MD,2015,Natural,2,27.5
MD,2016,Human,128,240.9
MD,2016,Natural,4,3.4
MD,2017,Human,114,2185.5
MD,2018,Human,77,369.65
MD,2018,Natural,3,1.1
MD,2019,Human,130,1449.1
MD,2019,Natural,6,26.3
MD,2019,Undetermined,1,3.2
MD,2020,Human,72,1217.5
MD,2020,Undetermined,1,0.1
ME,1992,Human,594,4354.59
ME,1992,Natural,17,44.71
ME,1993,Human,589,1368.42
ME,1993,Natural,83,44.730000000000004
ME,1994,Human,9,105.2
ME,1994,Natural,2,1.1
ME,1994,Undetermined,530,1906.39
ME,1995,Human,28,12.7
ME,1995,Natural,2,1.3
ME,1995,Undetermined,933,1123.08
ME,1996,Human,3,0.7
ME,1996,Undetermined,312,402.65
ME,1997,Human,16,7.2
ME,1997,Natural,1,3.0
ME,1997,Undetermined,568,886.57
ME,1998,Human,9,33.8
ME,1998,Natural,1,2.0
ME,1998,Undetermined,570,1512.02
ME,1999,Human,5,1.5
ME,1999,Natural,3,6.8
ME,1999,Undetermined,673,1052.97
ME,2000,Human,5,55.1
ME,2000,Undetermined,341,390.88
ME,2001,Human,899,2188.93
ME,2001,Natural,64,54.61
ME,2002,Human,483,680.95
ME,2002,Natural,180,103.0
ME,2002,Undetermined,1,0.1
ME,2003,Human,588,835.74
ME,2003,Natural,35,22.46
ME,2003,Undetermined,1,0.2
ME,2004,Human,448,797.19
ME,2004,Natural,19,6.52
ME,2005,Human,453,716.64
ME,2005,Natural,18,5.6
ME,2005,Undetermined,1,2.5
ME,2006,Human,611,1838.83
ME,2006,Natural,12,2.52
ME,2007,Human,434,457.96999999999997
ME,2007,Natural,47,38.76
ME,2008,Human,450,537.82
ME,2008,Natural,15,11.51
ME,2008,Undetermined,1,0.3
ME,2009,Human,478,474.37
ME,2009,Natural,5,0.41000000000000003
ME,2010,Human,490,274.59
ME,2010,Natural,15,22.2
ME,2011,Human,341,161.33
ME,2011,Natural,24,6.36
ME,2012,Human,540,428.48
ME,2012,Natural,20,41.370000000000005
ME,2013,Human,433,715.79
ME,2013,Natural,11,1.43
ME,2014,Human,329,218.34
ME,2014,Natural,4,0.63
ME,2015,Human,388,579.1800000000001
ME,2015,Natural,18,11.6
ME,2016,Human,664,774.02
ME,2016,Natural,31,61.699999999999996
ME,2017,Human,503,412.7
ME,2017,Natural,18,54.7
ME,2018,Human,538,642.0
ME,2018,Natural,20,51.0
ME,2019,Human,344,150.9
ME,2019,Natural,11,6.0
ME,2020,Human,1108,1002.45
ME,2020,Natural,45,40.17
ME,2020,Undetermined,7,2.4
MI,1992,Human,594,2237.1
MI,1992,Natural,20,750.3
MI,1993,Human,259,1004.5
MI,1993,Natural,3,3.5
MI,1994,Human,634,6695.3
MI,1994,Natural,10,8.9
MI,1995,Human,598,4550.0
MI,1995,Natural,29,322.3
MI,1996,Human,371,2279.5
MI,1996,Natural,14,641.2
MI,1996,Undetermined,1,1.0
MI,1997,Human,112,548.2
MI,1997,Natural,5,2.9
MI,1997,Undetermined,1,1.0
MI,1998,Human,152,2583.1
MI,1998,Natural,12,132.9
MI,1998,Undetermined,6,1243.0
MI,1999,Human,141,9172.6
MI,1999,Natural,6,81.5
MI,1999,Undetermined,3,777.0
MI,2000,Human,106,5938.2
MI,2000,Natural,7,70.7
MI,2000,Undetermined,2,2.0
MI,2001,Human,396,1322.749
MI,2001,Natural,23,103.5
MI,2001,Undetermined,4,4.0
MI,2002,Human,289,931.7
MI,2002,Natural,16,33.6
MI,2002,Undetermined,3,2.1
MI,2003,Human,673,6262.559
MI,2003,Natural,27,77.56
MI,2003,Undetermined,50,724.94
MI,2004,Human,405,2003.0
MI,2004,Natural,21,266.46
MI,2004,Undetermined,41,475.67
MI,2005,Human,498,4119.512
MI,2005,Natural,85,177.79
MI,2005,Undetermined,57,219.51
MI,2006,Human,505,7600.97
MI,2006,Natural,28,216.2
MI,2006,Undetermined,1,14.0
MI,2007,Human,459,3075.354
MI,2007,Natural,56,19929.85
MI,2007,Undetermined,1,90.0
MI,2008,Human,427,2577.62
MI,2008,Natural,17,35.3
MI,2009,Human,475,3101.83
MI,2009,Natural,11,107.6
MI,2010,Human,551,11849.21
MI,2010,Natural,33,202.20000000000002
MI,2011,Human,139,1197.21
MI,2011,Natural,7,22.02
MI,2011,Undetermined,163,613.25
MI,2012,Human,648,3593.88
MI,2012,Natural,61,24732.61
MI,2012,Undetermined,2,0.2
MI,2013,Human,205,324.72
MI,2013,Natural,4,19.5
MI,2013,Undetermined,246,633.0
MI,2014,Human,257,656.67
MI,2014,Natural,7,15.399999999999999
MI,2015,Human,505,3770.38
MI,2015,Natural,16,37.81
MI,2015,Undetermined,2,7.3
MI,2016,Human,379,3437.7000000000003
MI,2016,Natural,8,258.28
MI,2017,Human,256,670.95
MI,2017,Natural,9,57.809999999999995
MI,2018,Human,2730,6867.2
MI,2018,Natural,283,591.2
MI,2018,Undetermined,1,0.2
MI,2019,Human,2933,4715.19
MI,2019,Natural,423,658.5
MI,2019,Undetermined,2,13.8
MI,2020,Human,1394,2421.285
MI,2020,Natural,199,255.6
MI,2020,Undetermined,10,8.620000000000001
MN,1992,Human,1601,29849.71
MN,1992,Natural,15,25.12
MN,1992,Undetermined,4,307.3
MN,1993,Human,1353,18994.0
MN,1993,Natural,9,92.31
MN,1993,Undetermined,1,1.4
MN,1994,Human,1874,36879.37
MN,1994,Natural,27,193.55
MN,1994,Undetermined,3,77.39999999999999
MN,1995,Human,1661,40552.97
MN,1995,Natural,69,5514.14
MN,1995,Undetermined,1,0.2
MN,1996,Human,1713,20620.55
MN,1996,Natural,36,8956.89
MN,1996,Undetermined,3,56.5
MN,1997,Human,2491,20653.78
MN,1997,Natural,35,45.46
MN,1997,Undetermined,2,9.5
