STATE,FIRE_YEAR,CAUSE,fire_count,total_acres
NV,2008,Natural,243,64347.36
NV,2008,Undetermined,1,5.0
NV,2009,Human,184,22312.559999999998
NV,2009,Natural,385,5750.42
NV,2009,Undetermined,1,616.0
NV,2010,Human,167,3024.25
NV,2010,Natural,186,16945.9
NV,2011,Human,340,55896.96
NV,2011,Natural,381,367056.19
NV,2012,Human,349,79837.13
NV,2012,Natural,488,375488.94
NV,2013,Human,211,10750.27
NV,2013,Natural,446,169254.58
NV,2014,Human,257,14377.380000000001
NV,2014,Natural,281,55519.86
NV,2014,Undetermined,4,5.1000000000000005
NV,2015,Human,199,4630.72
NV,2015,Natural,326,18815.06
NV,2015,Undetermined,1,0.1
NV,2016,Human,366,27438.88
NV,2016,Natural,146,240076.95
NV,2017,Human,358,340674.08
NV,2017,Natural,396,796383.51
NV,2017,Undetermined,1,0.1
NV,2018,Human,377,605154.79
NV,2018,Natural,277,465525.36000000004
NV,2019,Human,333,16295.67
NV,2019,Natural,238,64969.009999999995
NV,2020,Human,479,156243.468
NV,2020,Natural,252,71002.43
NV,2020,Undetermined,34,12023.37
NY,1992,Human,359,2292.4
NY,1992,Natural,5,42.0
NY,1993,Human,286,1087.9
NY,1993,Natural,17,38.1
NY,1993,Undetermined,1,0.3
NY,1994,Human,125,1149.9
NY,1994,Natural,3,4.0
NY,1994,Undetermined,1,0.7
NY,1995,Human,463,9098.85
NY,1995,Natural,18,56.0
NY,1995,Undetermined,6,12.6
NY,1996,Human,105,414.7
NY,1996,Natural,1,1.0
NY,1996,Undetermined,1,1.6
NY,1997,Human,350,1392.8
NY,1997,Natural,15,29.0
NY,1998,Human,301,1685.71
NY,1998,Natural,9,10.0
NY,1999,Human,676,5626.55
NY,1999,Natural,32,416.1
NY,1999,Undetermined,3,30.8
NY,2000,Human,1701,1452.67
NY,2000,Natural,53,44.910000000000004
NY,2000,Undetermined,2,0.2
NY,2001,Human,3161,6871.62
NY,2001,Natural,96,245.82
NY,2001,Undetermined,5,0.8
NY,2002,Human,3258,2996.88
NY,2002,Natural,252,1003.05
NY,2002,Undetermined,2,1.6
NY,2003,Human,4652,3732.58
NY,2003,Natural,281,161.69
NY,2004,Human,3780,2537.38
NY,2004,Natural,282,162.8
NY,2005,Human,7179,4755.9
NY,2005,Natural,521,275.04
NY,2006,Human,6284,6438.56
NY,2006,Natural,345,331.97
NY,2007,Human,5864,3758.2
NY,2007,Natural,453,380.81
NY,2008,Human,6713,7836.51
NY,2008,Natural,442,284.43
NY,2009,Human,5382,4856.52
NY,2009,Natural,382,380.89
NY,2010,Human,5789,3384.5
NY,2010,Natural,391,221.63
NY,2010,Undetermined,1,694.0
NY,2011,Human,3452,1256.59
NY,2011,Natural,288,114.35
NY,2012,Human,3590,3356.7400000000002
NY,2012,Natural,353,157.4
NY,2012,Undetermined,1,15.2
NY,2013,Human,2675,2233.21
NY,2013,Natural,213,143.09
NY,2014,Human,4082,2827.761566
NY,2014,Natural,276,145.12125
NY,2015,Human,5337,6943.0199999999995
NY,2015,Natural,537,356.06
NY,2016,Human,5645,8706.9
NY,2016,Natural,763,493.4
NY,2016,Undetermined,1,0.5
NY,2017,Human,3066,2554.5
NY,2017,Natural,338,224.7
NY,2017,Undetermined,1,0.1
NY,2018,Human,2129,1526.0319625
NY,2018,Natural,376,161.647175
NY,2019,Human,2080,524.3000000000001
NY,2019,Natural,159,16.400000000000002
NY,2019,Undetermined,1,0.6
NY,2020,Human,3242,8130.1
NY,2020,Natural,478,1060.95
NY,2020,Undetermined,11,31.3
OH,1992,Human,21,101.7
OH,1993,Human,18,42.7
OH,1994,Human,28,125.7
OH,1995,Human,47,292.3
OH,1996,Human,9,70.3
OH,1997,Human,22,41.5
OH,1998,Human,27,203.4
OH,1999,Human,39,703.1
OH,1999,Natural,1,2.0
OH,2000,Human,28,370.4
OH,2001,Human,86,1939.9
OH,2001,Natural,1,2.0
OH,2002,Human,114,222.5
OH,2002,Natural,4,60.9
OH,2002,Undetermined,24,64.6
OH,2003,Human,62,1429.694
OH,2003,Undetermined,1,400.0
OH,2004,Human,72,227.82
OH,2005,Human,96,723.343
OH,2005,Natural,1,3.0
OH,2005,Undetermined,3,346.0
OH,2006,Human,222,1280.213
OH,2007,Human,253,818.46
OH,2007,Natural,6,9.26
OH,2008,Human,115,484.135
OH,2008,Natural,1,0.1
OH,2009,Human,243,4783.42
OH,2009,Natural,1,1.0
OH,2010,Human,177,890.98
OH,2010,Undetermined,3,622.0
OH,2011,Human,79,287.74
OH,2012,Human,201,1093.47
OH,2012,Natural,3,3.55
OH,2013,Human,320,1702.51
OH,2013,Natural,1,3.0
OH,2013,Undetermined,2,11.0
OH,2014,Human,611,3485.97
OH,2014,Natural,1,0.1
OH,2015,Human,536,2083.09
OH,2015,Natural,1,1.0
OH,2016,Human,391,1026.3799999999999
OH,2016,Natural,3,1.25
OH,2017,Human,405,1311.41
OH,2017,Natural,2,0.30000000000000004
OH,2018,Human,442,1529.1
OH,2018,Natural,4,0.75
OH,2019,Human,430,955.51
OH,2019,Natural,2,0.26
OH,2020,Human,511,1337.98
OH,2020,Natural,3,19.0
OH,2020,Undetermined,2,5.0
OK,1992,Human,63,3231.5
OK,1992,Undetermined,1405,44343.6
OK,1993,Human,186,5014.599999999999
OK,1993,Natural,9,1296.2
OK,1993,Undetermined,2102,63406.6
OK,1994,Human,419,22498.4
OK,1994,Natural,7,1645.6
OK,1994,Undetermined,1479,51011.4
OK,1995,Human,778,22406.3
OK,1995,Natural,6,24.6
OK,1995,Undetermined,1799,72022.2
OK,1996,Human,291,30660.9
OK,1996,Natural,20,87.0
OK,1996,Undetermined,2375,176732.1
OK,1997,Human,829,36475.0
OK,1997,Natural,80,149.6
OK,1997,Undetermined,2,0.30000000000000004
OK,1998,Human,751,22386.4
OK,1998,Natural,57,409.0
OK,1998,Undetermined,4,5.4
OK,1999,Human,1455,39232.7
OK,1999,Natural,196,1436.0
OK,1999,Undetermined,1,1.0
OK,2000,Human,1445,121572.2
OK,2000,Natural,179,13587.599999999999
OK,2001,Human,1128,48236.9
OK,2001,Natural,155,1479.8000000000002
OK,2001,Undetermined,2,1900.0
OK,2002,Human,1386,56902.5
OK,2002,Natural,168,951.5
OK,2002,Undetermined,10,912.4
OK,2003,Human,1582,97720.15
OK,2003,Natural,44,2346.6
OK,2003,Undetermined,13,356.6
OK,2004,Human,1673,67552.6
OK,2004,Natural,12,514.0
OK,2004,Undetermined,3,2016.1
OK,2005,Human,3114,275794.75
OK,2005,Natural,146,17393.2
OK,2005,Undetermined,7,43946.0
OK,2006,Human,2926,351217.47
OK,2006,Natural,264,22057.65
OK,2006,Undetermined,51,43298.3
OK,2007,Human,1285,55217.36
OK,2007,Natural,35,1510.8
OK,2007,Undetermined,5,142.1
OK,2008,Human,2123,134527.53
OK,2008,Natural,31,1153.7
OK,2008,Undetermined,7,8870.0
OK,2009,Human,1999,208977.05
OK,2009,Natural,37,1438.4
OK,2009,Undetermined,13,193419.0
OK,2010,Human,1995,112932.9
OK,2010,Natural,150,4128.9
OK,2010,Undetermined,2,36.2
OK,2011,Human,2310,293834.0
OK,2011,Natural,222,23031.9
OK,2011,Undetermined,10,10302.2
OK,2012,Human,1478,182382.35
OK,2012,Natural,166,6856.8
OK,2012,Undetermined,11,14727.2
OK,2013,Human,762,28730.85
OK,2013,Natural,31,1371.1
OK,2013,Undetermined,1,9.0
OK,2014,Human,1154,160268.15
OK,2014,Natural,16,177.05
OK,2014,Undetermined,2,27172.0
OK,2015,Human,1169,124960.45
OK,2015,Natural,12,169.8
OK,2015,Undetermined,5,24405.0
OK,2016,Human,1575,244570.55
OK,2016,Natural,29,1781.3000000000002
OK,2016,Undetermined,22,459696.3
OK,2017,Human,1612,188397.25
OK,2017,Natural,29,3580.7
OK,2017,Undetermined,17,799123.0
OK,2018,Human,1158,477262.66000000003
OK,2018,Natural,22,10430.84
OK,2018,Undetermined,22,81120.9
OK,2019,Human,929,61064.62
OK,2019,Natural,20,3039.5
OK,2020,Human,1076,96860.51
OK,2020,Natural,10,66.0
OK,2020,Undetermined,15,398.4
OR,1992,Human,1471,69831.58
OR,1992,Natural,2484,47605.58
OR,1992,Undetermined,1,0.1
OR,1993,Human,1228,9250.55
OR,1993,Natural,622,4532.63
OR,1993,Undetermined,2,60.1
OR,1994,Human,1396,63789.43
OR,1994,Natural,2076,212264.79
OR,1994,Undetermined,1,0.1
OR,1995,Human,1245,19080.059999999998
OR,1995,Natural,1010,42121.63
OR,1995,Undetermined,9,80.8
OR,1996,Human,1185,163122.79
OR,1996,Natural,1688,427515.55
OR,1996,Undetermined,2,3.5
OR,1997,Human,1033,7392.55
OR,1997,Natural,1107,17209.99
OR,1997,Undetermined,2,1.4000000000000001
OR,1998,Human,1170,52168.0
OR,1998,Natural,1405,30931.62
OR,1999,Human,1454,41642.82
OR,1999,Natural,1471,30491.11
OR,1999,Undetermined,2,28.0
OR,2000,Human,1269,62149.68
OR,2000,Natural,662,301974.5
OR,2000,Undetermined,7,1305.2
OR,2001,Human,1300,29619.84
OR,2001,Natural,2063,359536.79
OR,2001,Undetermined,6,90.6
OR,2002,Human,1398,31363.199999999997
OR,2002,Natural,1358,979708.32
OR,2002,Undetermined,2,2.1
OR,2003,Human,1387,47411.48
OR,2003,Natural,1227,121509.69
OR,2003,Undetermined,1,700.0
OR,2004,Human,1046,23774.34
OR,2004,Natural,1223,6609.3
OR,2004,Undetermined,1,0.1
OR,2005,Human,1098,28222.22
OR,2005,Natural,644,109606.96
OR,2005,Undetermined,2,1548.1
OR,2006,Human,1446,70600.01
OR,2006,Natural,1737,429968.71
OR,2006,Undetermined,1,0.1
OR,2007,Human,1342,87811.81
OR,2007,Natural,1159,479324.38
OR,2007,Undetermined,11,69.7
OR,2008,Human,1188,16020.94
OR,2008,Natural,1475,224872.69
OR,2008,Undetermined,5,17.8
OR,2009,Human,1084,19665.15
OR,2009,Natural,1215,68757.92
OR,2009,Undetermined,5,635.3
OR,2010,Human,926,24645.3
OR,2010,Natural,994,63010.08
OR,2010,Undetermined,4,92.4
OR,2011,Human,988,25241.48
OR,2011,Natural,979,198790.71
OR,2011,Undetermined,1,2.4
OR,2012,Human,1166,40666.1
OR,2012,Natural,485,1490015.07
OR,2012,Undetermined,6,424.1
OR,2013,Human,1014,63744.38
OR,2013,Natural,1530,254621.76
OR,2013,Undetermined,18,1073.79
OR,2014,Human,1189,75915.98
OR,2014,Natural,1858,858162.46
OR,2015,Human,1402,161567.47
OR,2015,Natural,1095,417408.38
OR,2015,Undetermined,3,148.2
OR,2016,Human,1295,142963.27
OR,2016,Natural,289,59583.72
OR,2016,Undetermined,1,660.0
OR,2017,Human,1220,251280.95
OR,2017,Natural,1251,528495.1799999999
OR,2017,Undetermined,2,310.5
OR,2018,Human,1367,247669.64
OR,2018,Natural,643,465455.21
OR,2018,Undetermined,5,25519.0
OR,2019,Human,1102,21784.16
OR,2019,Natural,1054,52640.62
OR,2019,Undetermined,1,1.1
OR,2020,Human,1395,276032.54
OR,2020,Natural,677,267195.62
OR,2020,Undetermined,63,581366.14
PA,1992,Human,17,59.7
PA,1993,Human,18,40.7
PA,1993,Natural,1,0.1
PA,1994,Human,17,64.8
PA,1994,Natural,3,1.7000000000000002
PA,1995,Human,22,51.2
PA,1996,Human,11,18.8
PA,1996,Undetermined,1,0.1
PA,1997,Human,12,107.7
PA,1998,Human,17,54.1
PA,1998,Natural,1,0.1
PA,1999,Human,29,461.8
PA,1999,Natural,1,32.0
PA,2000,Human,13,56.7
PA,2000,Natural,1,300.0
PA,2001,Human,35,4472.4
PA,2001,Natural,1,0.1
PA,2001,Undetermined,1,0.2
PA,2002,Human,578,2749.2389
PA,2002,Natural,50,424.554859
PA,2003,Human,401,2047.02558
PA,2003,Natural,6,35.1
PA,2004,Human,192,2764.92199
PA,2004,Natural,1,1.5
PA,2005,Human,773,4111.04401
PA,2005,Natural,10,59.022999999999996
PA,2006,Human,867,7821.70358
PA,2006,Natural,6,57.46
PA,2006,Undetermined,1,1.0
PA,2007,Human,496,1117.0565
PA,2007,Natural,17,14.03
PA,2007,Undetermined,1,0.1
PA,2008,Human,645,7589.6693000000005
PA,2008,Natural,6,20.3
PA,2008,Undetermined,1,0.6
PA,2009,Human,626,3157.5962
PA,2009,Natural,2,29.51562
PA,2009,Undetermined,4,3016.0
PA,2010,Human,572,3241.31599
PA,2010,Natural,11,258.65
PA,2011,Human,191,561.92
PA,2011,Natural,10,17.49
PA,2012,Human,712,3183.39
PA,2012,Natural,12,24.17
PA,2013,Human,635,1772.42
PA,2013,Natural,4,12.350000000000001
PA,2014,Human,874,4511.08
PA,2014,Natural,1,0.1
PA,2015,Human,802,4135.59
PA,2015,Natural,5,0.65
PA,2016,Human,843,12060.26
PA,2016,Natural,11,124.81
PA,2017,Human,539,1654.01
PA,2017,Natural,2,0.6
PA,2018,Human,693,1854.89
PA,2018,Natural,2,0.2
PA,2019,Human,544,694.63
PA,2019,Natural,1,0.1
PA,2020,Human,1503,3025.97
PA,2020,Natural,8,8.040000000000001
PA,2020,Undetermined,2,4.0
PR,1992,Human,4,127.0
PR,1993,Human,1,163.0
PR,1994,Human,3,975.0
PR,1994,Undetermined,1,25.0
PR,1996,Human,3,502.0
PR,1997,Human,6,82.8
PR,1998,Undetermined,1,1.0
PR,2002,Undetermined,1,55.0
PR,2003,Human,1,8.0
PR,2003,Undetermined,3621,18878.41
PR,2004,Human,1,50.0
PR,2004,Undetermined,1884,9224.29
PR,2005,Human,48,2144.5
PR,2005,Undetermined,4226,25987.59
PR,2006,Human,1,15.0
PR,2006,Undetermined,2528,11248.12
PR,2007,Human,5,705.0
PR,2007,Natural,1,6.0
PR,2007,Undetermined,3687,24090.48
PR,2008,Human,9,193.0
PR,2008,Undetermined,8,425.1
PR,2009,Human,4,32.0
PR,2009,Undetermined,1686,8838.36
PR,2010,Undetermined,1750,7171.15
PR,2011,Human,2,64.0
PR,2011,Undetermined,2488,23169.57
PR,2012,Natural,1,1.0
PR,2012,Undetermined,7,391.2
PR,2013,Human,27,2359.4
PR,2013,Undetermined,6,168.0
PR,2014,Human,38,253.20000000000002
PR,2014,Undetermined,4,7.5
PR,2015,Human,28,1326.75
PR,2016,Human,26,100.1
PR,2017,Human,25,119.0
PR,2018,Human,27,279.9
PR,2019,Human,27,225.8
PR,2019,Undetermined,4,88.6
PR,2020,Human,12,70.5
RI,1994,Undetermined,1,25.0
RI,2005,Human,18,36.0
RI,2006,Human,25,93.0
RI,2007,Human,21,37.0
RI,2008,Human,135,91.0
RI,2009,Human,47,50.63
RI,2011,Human,33,27.94
RI,2011,Undetermined,1,0.1
RI,2012,Human,49,39.910000000000004
RI,2013,Human,19,16.7
RI,2014,Human,46,23.3
RI,2015,Human,85,121.83
RI,2016,Human,82,55.660000000000004
RI,2017,Human,35,31.400000000000002
RI,2018,Human,34,14.0
RI,2019,Human,43,32.05
RI,2019,Natural,1,0.1
RI,2020,Human,111,83.8
RI,2020,Natural,1,0.1
SC,1992,Human,52,565.7
SC,1992,Natural,6,254.4
SC,1992,Undetermined,5137,30382.7
SC,1993,Human,129,1164.9
SC,1993,Natural,15,225.7
SC,1993,Undetermined,5143,32894.1
SC,1994,Human,108,2626.9
SC,1994,Natural,7,12.9
SC,1994,Undetermined,4374,27714.3
SC,1995,Human,95,1243.5
SC,1995,Natural,13,61.800000000000004
SC,1995,Undetermined,3412,16489.5
SC,1996,Human,105,1465.3
SC,1996,Natural,4,28.5
SC,1996,Undetermined,4305,27115.8
SC,1997,Human,3033,24599.3
SC,1997,Natural,36,614.2
SC,1997,Undetermined,1,25.0
SC,1998,Human,3428,15290.9
SC,1998,Natural,80,1078.1000000000001
SC,1999,Human,5238,34013.8
SC,1999,Natural,146,1920.6
SC,2000,Human,4800,22973.1
SC,2000,Natural,195,2224.2
SC,2001,Human,6129,35133.1
SC,2001,Natural,90,1366.1000000000001
SC,2001,Undetermined,6,28.8
SC,2002,Human,4416,42454.2
SC,2002,Natural,264,2965.4
SC,2002,Undetermined,3,66.0
SC,2003,Human,1303,6651.85
SC,2003,Natural,11,69.6
SC,2003,Undetermined,1,0.4
SC,2004,Human,2986,22573.3
SC,2004,Natural,68,761.2
SC,2004,Undetermined,4,56.2
SC,2005,Human,2666,14244.645
SC,2005,Natural,34,481.2
SC,2005,Undetermined,4,21.3
SC,2006,Human,2730,16029.17
SC,2006,Natural,120,1602.49
SC,2006,Undetermined,5,14.6
SC,2007,Human,3830,20259.56
SC,2007,Natural,165,2014.84
SC,2007,Undetermined,3,1.2000000000000002
SC,2008,Human,2507,14627.29998
SC,2008,Natural,237,2770.48
SC,2009,Human,1709,30176.120000000003
SC,2009,Natural,45,369.0
SC,2009,Undetermined,3,21.1
SC,2010,Human,2085,8848.87
SC,2010,Natural,59,619.5
SC,2011,Human,3009,26184.08
SC,2011,Natural,171,3066.97
SC,2011,Undetermined,1,435.0
SC,2012,Human,1863,13473.53
SC,2012,Natural,108,1963.8
SC,2013,Human,1617,9393.73
SC,2013,Natural,9,85.0
SC,2014,Human,1846,10088.32
SC,2014,Natural,47,1137.58
SC,2015,Human,1230,5957.81
SC,2015,Natural,67,667.0
SC,2015,Undetermined,2,0.6
SC,2016,Human,1367,17957.530000000002
SC,2016,Natural,61,665.46
SC,2017,Human,1752,17189.71
SC,2017,Natural,30,574.97
SC,2018,Human,1461,13760.95
SC,2018,Natural,35,341.5
SC,2019,Human,1323,8542.04
SC,2019,Natural,60,1279.1
SC,2019,Undetermined,3,4.85
SC,2020,Human,616,2690.67
SC,2020,Natural,23,109.4
SC,2020,Undetermined,6,1.5899999999999999
SD,1992,Human,467,57537.130000000005
SD,1992,Natural,85,439.65
SD,1992,Undetermined,2,1435.5
SD,1993,Human,386,5668.1
SD,1993,Natural,50,107.1
SD,1993,Undetermined,2,358.1
SD,1994,Human,675,10444.2
SD,1994,Natural,207,6075.85
SD,1995,Human,512,9219.46
SD,1995,Natural,148,1046.26
SD,1995,Undetermined,5,7.5
SD,1996,Human,660,12204.86
SD,1996,Natural,167,6257.86
SD,1996,Undetermined,12,226.3
SD,1997,Human,517,3968.15
SD,1997,Natural,90,350.46
SD,1998,Human,657,11715.4
SD,1998,Natural,129,2025.33
SD,1998,Undetermined,30,332.1
SD,1999,Human,1222,73308.5421
SD,1999,Natural,92,1492.6599999999999
SD,1999,Undetermined,95,5569.0232
SD,2000,Human,1594,187548.285
SD,2000,Natural,537,157787.062
SD,2000,Undetermined,140,9930.717
SD,2001,Human,1029,37880.08
SD,2001,Natural,249,15583.9
SD,2001,Undetermined,60,1796.763
SD,2002,Human,1486,98706.344
SD,2002,Natural,407,13882.3
SD,2002,Undetermined,69,5938.15
SD,2003,Human,1308,40675.02
SD,2003,Natural,320,32377.36
SD,2003,Undetermined,102,8440.18
SD,2004,Human,1115,7753.46
SD,2004,Natural,244,4156.44
SD,2004,Undetermined,18,2742.9
SD,2005,Human,1283,11541.609
SD,2005,Natural,387,27855.79001
SD,2005,Undetermined,91,3162.04
SD,2006,Human,1713,24681.355
SD,2006,Natural,811,166822.266
SD,2006,Undetermined,122,6066.94
SD,2007,Human,1237,47746.222
SD,2007,Natural,320,32014.01
SD,2007,Undetermined,70,1346.965
SD,2008,Human,1001,40216.823
SD,2008,Natural,133,328.81
SD,2008,Undetermined,56,874.7199999999999
SD,2009,Human,789,37786.5853
SD,2009,Natural,154,318.65
SD,2009,Undetermined,41,603.55
SD,2010,Human,970,9113.726
SD,2010,Natural,130,1278.75
SD,2010,Undetermined,1,3.3
SD,2011,Human,1157,54444.676
SD,2011,Natural,274,11591.82
SD,2012,Human,2165,86112.029
SD,2012,Natural,558,84280.32
SD,2012,Undetermined,3,74.1
SD,2013,Human,863,14848.63371
SD,2013,Natural,159,212.55
SD,2014,Human,937,16831.63
SD,2014,Natural,86,1914.31
SD,2015,Human,873,36983.01
SD,2015,Natural,92,16582.25
SD,2015,Undetermined,1,1.2
SD,2016,Human,1036,58955.417
SD,2016,Natural,292,42860.9174
SD,2017,Human,1214,70411.2601
SD,2017,Natural,281,5971.80351
SD,2017,Undetermined,1,3.5
SD,2018,Human,501,5176.88
SD,2018,Natural,91,565.3100000000001
SD,2019,Human,270,1869.665
SD,2019,Natural,64,257.67
SD,2020,Human,1098,19811.9667
SD,2020,Natural,150,7513.415
SD,2020,Undetermined,26,312.83000000000004
TN,1992,Human,52,425.5
TN,1992,Natural,3,4.1
TN,1993,Human,51,697.3
TN,1993,Natural,14,169.10000000000002
TN,1994,Human,73,3300.2
TN,1995,Human,93,1638.8
TN,1995,Natural,12,409.9
TN,1995,Undetermined,1,0.5
TN,1996,Human,54,483.8
TN,1996,Undetermined,2,0.30000000000000004
TN,1997,Human,1382,12726.3
TN,1997,Natural,11,316.9
TN,1997,Undetermined,1,0.5
TN,1998,Human,1829,20413.7
TN,1998,Natural,7,443.4
TN,1999,Human,3431,41577.4
TN,1999,Natural,23,674.0
TN,2000,Human,2642,75144.6
TN,2000,Natural,30,500.1
TN,2000,Undetermined,2,351.5
TN,2001,Human,2509,62025.4
TN,2001,Natural,12,115.7
TN,2002,Human,1464,12681.0
TN,2002,Natural,21,672.7
TN,2003,Human,31,1612.2
TN,2004,Human,67,2389.55
TN,2004,Natural,1,75.4
TN,2004,Undetermined,1,1.8
TN,2005,Human,2032,24847.3
TN,2005,Natural,9,5.7
TN,2006,Human,2153,30509.6
TN,2006,Natural,30,2273.2
TN,2007,Human,3226,49364.03
TN,2007,Natural,104,4412.400000000001
TN,2007,Undetermined,63,538.4
TN,2008,Human,967,13178.41001
TN,2008,Natural,33,3450.2
TN,2008,Undetermined,428,6015.86
TN,2009,Human,1447,17946.07
TN,2009,Natural,4,51.7
TN,2009,Undetermined,26,141.3
TN,2010,Human,1841,20928.25
TN,2010,Natural,23,903.9
TN,2010,Undetermined,40,261.3
TN,2011,Human,1148,12853.65
TN,2011,Natural,26,1691.45
TN,2011,Undetermined,21,241.9
TN,2012,Human,1127,20262.64
TN,2012,Natural,59,1368.25
TN,2012,Undetermined,17,97.3
TN,2013,Human,618,9930.4
TN,2013,Natural,14,27.310000000000002
TN,2013,Undetermined,6,99.5
TN,2014,Human,1245,17803.87
TN,2014,Natural,14,68.8
TN,2014,Undetermined,1,0.1
TN,2015,Human,597,8492.26
TN,2015,Natural,8,1.5
TN,2015,Undetermined,7,31.2
TN,2016,Human,1358,82942.08
TN,2016,Natural,22,443.0
TN,2016,Undetermined,23,6618.1
TN,2017,Human,611,7274.35
TN,2017,Natural,12,47.4
TN,2017,Undetermined,20,1146.1
TN,2018,Human,345,2622.25
TN,2018,Natural,4,26.2
TN,2018,Undetermined,63,1280.8
TN,2019,Human,377,2695.89
TN,2019,Natural,11,31.700000000000003
TN,2019,Undetermined,147,2499.2
TN,2020,Human,317,2532.76
TN,2020,Natural,1,3.9
TN,2020,Undetermined,67,1188.65
TX,1992,Human,1117,15548.6
TX,1992,Natural,34,4365.2
TX,1992,Undetermined,17,13696.5
TX,1993,Human,1368,33969.9
TX,1993,Natural,52,7137.2
TX,1993,Undetermined,37,75766.6
TX,1994,Human,848,41989.8
TX,1994,Natural,44,10925.9
TX,1994,Undetermined,15,18001.8
TX,1995,Human,1577,42396.8
TX,1995,Natural,47,2866.8
TX,1995,Undetermined,24,11107.5
TX,1996,Human,2641,110451.8
TX,1996,Natural,129,4262.8
TX,1996,Undetermined,72,101208.4
TX,1997,Human,695,18594.1
TX,1997,Natural,60,8120.3
TX,1997,Undetermined,14,20065.5
TX,1998,Human,1771,58025.4
TX,1998,Natural,232,6337.9
TX,1998,Undetermined,21,72187.3
TX,1999,Human,1674,70966.7
TX,1999,Natural,73,3630.6
TX,1999,Undetermined,30,16430.9
TX,2000,Human,2338,114877.3
TX,2000,Natural,248,104788.6
TX,2000,Undetermined,47,5812.4
TX,2001,Human,681,20089.8
TX,2001,Natural,52,12370.3
TX,2001,Undetermined,38,59766.1
TX,2002,Human,1084,27574.3
TX,2002,Natural,67,8213.3
TX,2002,Undetermined,77,7986.0
TX,2003,Human,1057,18557.45
TX,2003,Natural,55,25521.7
TX,2003,Undetermined,34,10015.0
TX,2004,Human,974,24013.1
TX,2004,Natural,31,4185.4
TX,2004,Undetermined,35,6354.9
TX,2005,Human,6501,202861.15
TX,2005,Natural,275,64153.6
TX,2005,Undetermined,125,21836.6
TX,2006,Human,14033,1609662.94999
TX,2006,Natural,888,184634.35
TX,2006,Undetermined,98,57162.4
TX,2007,Human,5290,108622.6
TX,2007,Natural,150,18249.35
TX,2007,Undetermined,37,8161.599999999999
TX,2008,Human,17315,1301157.29999
TX,2008,Natural,697,103929.82
TX,2008,Undetermined,56,88329.0
TX,2009,Human,13390,445231.3
TX,2009,Natural,580,100444.08
TX,2009,Undetermined,172,39994.6
TX,2010,Human,8828,152196.62
TX,2010,Natural,431,83953.11
TX,2010,Undetermined,94,6752.3
TX,2011,Human,17844,2420145.7399999998
TX,2011,Natural,1498,920528.61
TX,2011,Undetermined,109,155829.6
TX,2012,Human,7094,67137.94
TX,2012,Natural,464,78509.86
TX,2012,Undetermined,65,17467.1
TX,2013,Human,9421,54181.59
TX,2013,Natural,282,9962.13
TX,2013,Undetermined,31,7593.2
TX,2014,Human,8280,109034.85
TX,2014,Natural,243,24407.88
TX,2014,Undetermined,15,10400.3
TX,2015,Human,8068,150941.48
TX,2015,Natural,201,50276.840000000004
TX,2015,Undetermined,35,7543.41
TX,2016,Human,8128,248739.75
TX,2016,Natural,340,56454.21
TX,2016,Undetermined,118,1227.98
TX,2017,Human,8426,702098.17
TX,2017,Natural,252,38934.56
TX,2017,Undetermined,244,11245.37
TX,2018,Human,5360,257459.15
TX,2018,Natural,464,183909.85
TX,2018,Undetermined,1707,34330.73
TX,2019,Human,3994,113824.35
TX,2019,Natural,302,49989.11
TX,2019,Undetermined,2159,42344.55
TX,2020,Human,4011,157579.63
TX,2020,Natural,314,74057.26
TX,2020,Undetermined,2248,38733.6
UT,1992,Human,159,4237.2
UT,1992,Natural,555,6631.2
UT,1992,Undetermined,378,26663.51
UT,1993,Human,164,7732.2
UT,1993,Natural,335,8388.7
UT,1993,Undetermined,211,3766.57
UT,1994,Human,249,47219.7
UT,1994,Natural,931,120356.4
UT,1994,Undetermined,483,45979.0
UT,1995,Human,201,59214.2
UT,1995,Natural,545,117812.8
UT,1995,Undetermined,405,22088.64
UT,1996,Human,251,42817.1
UT,1996,Natural,912,452007.7
UT,1996,Undetermined,503,16340.99
UT,1997,Human,131,5373.2
UT,1997,Natural,476,16737.0
UT,1997,Undetermined,255,10415.01
UT,1998,Human,373,53933.52
UT,1998,Natural,488,42560.15
UT,1998,Undetermined,12,69.39999999999999
UT,1999,Human,663,110088.77
UT,1999,Natural,598,38349.53
UT,1999,Undetermined,21,59.620000000000005
UT,2000,Human,480,31669.3
UT,2000,Natural,1357,195793.58
UT,2000,Undetermined,18,23.12
UT,2001,Human,528,34784.42
UT,2001,Natural,1227,88910.88
UT,2001,Undetermined,18,388.35
UT,2002,Human,384,92744.65
UT,2002,Natural,742,146338.64
UT,2002,Undetermined,17,41.12
UT,2003,Human,295,88130.65
UT,2003,Natural,1110,33592.86
UT,2003,Undetermined,17,1244.25
UT,2004,Human,149,6234.2
UT,2004,Natural,994,76130.3
UT,2004,Undetermined,376,3120.94
UT,2005,Human,406,66019.41
UT,2005,Natural,911,185118.92
UT,2005,Undetermined,40,952.0600000000001
UT,2006,Human,558,112477.49
UT,2006,Natural,1356,232927.271
UT,2006,Undetermined,8,146.0
UT,2007,Human,675,143510.37
UT,2007,Natural,838,501680.93001
UT,2007,Undetermined,33,27.75
UT,2008,Human,477,20840.2
UT,2008,Natural,570,13266.619999999999
UT,2008,Undetermined,14,9.42
