LATITUDE,LONGITUDE,FIRE_YEAR,CAUSE,FIRE_SIZE,STATE,DAYS_TO_CONTAIN
35.3167,-83.2667,1999,Human,0.2,NC,
27.984245,-97.960625,2011,Human,2.0,TX,
33.80888888,-117.11694444,2009,Human,1.0,CA,
36.39999999,-88.63834002,2006,Human,0.2,TN,0.0
39.04805556,-120.16555556,2006,Human,0.1,CA,0.0
44.66588999,-69.46132999,2005,Human,0.25,ME,0.0
39.02,-94.75,2015,Human,0.01,KS,0.0
46.40388,-120.47373,2015,Human,25.0,WA,0.0
44.775,-121.75,2011,Natural,0.1,OR,1.0
48.26722222,-114.7625,2018,Human,0.25,MT,2.0
35.1,-78.1833,2004,Human,4.0,NC,
31.51051701,-88.50344201,1995,Human,5.0,MS,0.0
30.8582,-90.4034,2016,Human,19.51,LA,0.0
31.56693997,-97.16158997,2006,Human,1.0,TX,
39.96,-112.24,2017,Human,5.3,UT,3.0
26.89778001,-81.24749999,2007,Human,31.0,FL,0.0
38.207591,-120.889584,2009,Human,1.0,CA,0.0
43.68611111,-85.77083333,1999,Human,0.5,MI,0.0
29.89332999,-96.70639002,2003,Human,5.0,TX,0.0
44.01550419,-90.05285538,1995,Human,0.2,WI,0.0
37.08341,-120.07456,2016,Human,0.25,CA,1.0
33.516272,-89.560426,2009,Human,141.0,MS,
45.73534433,-93.47539457,2004,Human,10.0,MN,
40.8901,-73.124,2016,Human,0.1,NY,0.0
38.017339,-122.142975,2008,Undetermined,0.1,CA,
45.5503,-103.1999,2003,Natural,0.1,SD,0.0
46.0119,-100.8046,2005,Human,1.0,ND,0.0
33.1170588,-96.4257073,2014,Human,1.0,TX,
35.7956,-92.3392,1999,Human,1.0,AR,
38.98,-94.7,2015,Human,0.01,KS,0.0
38.05,-97.93,2016,Human,0.01,KS,1.0
37.62283,-77.97499998,2006,Human,2.0,VA,
43.0303,-102.5469,2007,Human,0.2,SD,0.0
32.53332999,-94.63332998,2005,Human,30.0,TX,0.0
33.523,-100.8448,2020,Human,1.0,TX,
34.74805556,-94.93,2009,Human,5.0,OK,0.0
33.43482166,-82.06500803,2010,Human,0.5,GA,0.0
32.1806789,-99.1533643,2015,Human,2.0,TX,
36.72694444,-120.30611111,2004,Human,20.0,CA,0.0
47.9806,-98.7869,2006,Human,1.0,ND,0.0
47.0953,-123.3668,1994,Human,0.7,WA,
35.35335,-83.42503333,2010,Human,8.0,NC,0.0
41.0831,-123.6917,2015,Human,0.1,CA,0.0
35.285242,-81.677923,2018,Human,0.22,NC,0.0
30.6155,-87.0912,2018,Human,0.1,FL,0.0
37.681944,-97.960278,2008,Human,6400.0,KS,0.0
38.016666,-122.05,2019,Undetermined,0.01,CA,
31.1897,-82.3175,1999,Human,0.2,GA,
33.2915601,-96.219623,2013,Human,0.25,TX,
26.3801,-81.5763,2020,Human,30.0,FL,0.0
37.508899,-119.869893,2019,Human,0.69,CA,
30.4758,-85.4186,2019,Human,0.5,FL,0.0
44.7417,-121.3417,2005,Human,0.5,OR,0.0
38.12388889,-107.69694444,2003,Natural,0.1,CO,1.0
43.20813,-124.39292,1996,Human,2.0,OR,0.0
38.36143,-113.14397,2001,Natural,0.1,UT,1.0
33.1786,-84.5867,1999,Human,5.3,GA,
34.850021,-114.582126,2020,Human,0.1,AZ,
26.6157,-81.0959,2016,Human,1.0,FL,0.0
40.7128,-122.6151,2013,Human,1.0,CA,0.0
32.96056001,-80.65277998,2004,Human,0.1,SC,
36.715515,-121.254825,2018,Undetermined,1.0,CA,0.0
40.68583333,-104.44083333,2019,Human,2.68,CO,0.0
41.37447,-74.6236582,2006,Natural,1.97,NY,0.0
44.48305556,-121.95833333,1994,Human,0.1,OR,0.0
40.6506,-74.9767,2015,Human,0.25,NJ,1.0
33.822689,-81.224495,2019,Human,3.2,SC,0.0
26.2132475,-81.37473404,2017,Natural,0.3,FL,3.0
36.02888888,-118.84805555,1994,Human,3.0,CA,
44.3674,-102.2101,2015,Human,700.0,SD,
30.51017758,-88.90363111,1995,Human,5.0,MS,0.0
39.938476,-91.048149,2015,Human,2.0,IL,0.0
47.873,-94.9105,2011,Human,0.5,MN,0.0
47.9997,-99.0001,1998,Human,0.5,ND,0.0
34.4211,-79.3211,2002,Human,0.1,SC,
36.75833333,-118.72,1992,Natural,0.1,CA,0.0
40.91889,-76.70889,2016,Human,0.1,PA,0.0
30.74603002,-95.33588999,2007,Human,28.0,TX,0.0
26.11861111,-98.04722222,2008,Human,1.0,TX,0.0
43.48221473,-73.79784634,2001,Human,0.5,NY,0.0
42.8466,-121.34317,2003,Natural,0.1,OR,1.0
48.0836,-108.6649,2012,Human,105.0,MT,0.0
31.469558,-97.71502,2015,Natural,1.0,TX,
43.20138889,-121.53888889,1999,Human,0.2,OR,0.0
32.46972778,-81.60457222,2018,Human,3.83,GA,0.0
31.355982,-97.842178,2013,Human,2.0,TX,
32.2029776,-94.735074,2012,Human,0.25,TX,
33.36532642,-112.053055,2019,Undetermined,0.01,AZ,0.0
34.0014,-110.4521,1997,Human,0.1,AZ,0.0
33.26819001,-96.18921998,2007,Human,30.0,TX,0.0
33.5555,-83.727,1997,Human,1.04,GA,0.0
42.89855123,-78.38889039,2002,Human,0.1,NY,0.0
32.91502384,-84.70256798,2004,Human,3.16,GA,
40.7734,-72.9476,2014,Human,0.1,NY,
31.86632319,-84.39905668,2008,Human,2.96,GA,
34.90014,-79.60071,2008,Undetermined,0.5,NC,
38.018372,-85.900253,2014,Human,5.0,KY,0.0
36.71805556,-91.26888889,2001,Human,6.0,MO,0.0
31.50751155,-89.81733899,1998,Human,4.0,MS,0.0
34.702275,-85.25181389,2013,Human,0.15,GA,0.0
40.45,-109.9174,1999,Human,0.1,UT,0.0
30.82088,-90.75317,2015,Undetermined,1.28,LA,0.0
33.85194444,-117.26888888,1994,Human,6.0,CA,
35.04244077,-90.76046097,2004,Human,3.0,AR,0.0
35.859,-78.275866,2017,Human,0.74,NC,0.0
33.55,-111.53333333,1998,Human,0.1,AZ,0.0
45.86235,-120.5861,1997,Natural,0.1,WA,
47.9889,-98.9032,1993,Human,2.0,ND,0.0
44.1617,-103.0417,2007,Human,25.0,SD,
34.67583333,-93.78305556,2000,Human,1.0,AR,2.0
31.51677413,-93.39083733,2006,Human,2.0,LA,
30.892797,-97.214584,2010,Human,2.0,TX,
30.9837,-81.6795,1993,Human,0.05,GA,0.0
46.2832,-116.1176,2003,Human,4000.0,ID,45.0
37.27,-95.55,2016,Human,0.25,KS,0.0
48.0166,-94.9003,1996,Human,0.5,MN,0.0
31.27000002,-100.81000001,2005,Human,1.0,TX,
26.19588731,-98.10671009,2009,Human,1.0,TX,
32.7739,-80.9622,2002,Natural,27.0,SC,
32.586107,-94.782782,2011,Human,0.1,TX,
32.19882184,-83.43178484,2011,Human,0.11,GA,0.0
34.955,-79.72166,2009,Human,5.0,NC,0.0
35.3167,-80.2,2002,Human,1.0,NC,
34.36833333,-110.71666667,1996,Natural,0.1,AZ,0.0
41.03285461,-73.76503281,2008,Human,0.1,NY,0.0
32.19455556,-81.94641667,2012,Human,0.03,GA,0.0
30.31931,-96.64622,2018,Human,0.5,TX,
41.7644444,-79.2066667,2010,Human,2.0,PA,4.0
35.1833,-81.45,1999,Human,0.1,NC,
32.986492,-100.880241,2011,Human,5.0,TX,
31.63702777,-84.19674774,2004,Human,0.13,GA,
32.8011,-82.6625,1998,Human,0.3,GA,
42.80686188,-103.6747131,2011,Natural,2.0,NE,0.0
43.95711035,-84.63054889,2004,Human,0.1,MI,
48.07555556,-90.56055556,2005,Human,0.1,MN,0.0
45.165,-116.84138889,2007,Natural,0.01,OR,1.0
45.6339,-106.1761,2017,Natural,3.4,MT,1.0
35.1096,-94.30666,2012,Human,0.5,AR,0.0
47.0958,-95.8109,2003,Human,3.0,MN,0.0
32.573854,-96.2115136,2011,Human,20.0,TX,
31.2753,-82.1575,1999,Human,0.1,GA,
35.02,-86.51167001,2006,Human,0.1,TN,0.0
34.99722222,-76.99222222,2009,Human,0.5,NC,0.0
44.294435,-75.534704,2020,Human,0.8,NY,0.0
38.957142,-121.018674,2018,Human,0.01,CA,0.0
44.4294,-119.6761,2017,Natural,0.1,OR,2.0
44.38333333,-115.13333333,1992,Human,0.3,ID,1.0
31.5225,-110.7027,2001,Human,5.0,AZ,
34.879,-86.87,2016,Human,2.0,AL,0.0
48.8705,-100.0294,2012,Human,1.5,ND,0.0
41.03896,-111.4922,2020,Human,2.0,UT,2.0
39.95556205,-106.27827767,2005,Undetermined,1.0,CO,
34.98691032,-84.31558785,2004,Human,9.31,GA,
31.6884,-101.9995,2009,Human,1.0,TX,
30.6256,-89.1231,2006,Human,4.0,MS,
33.96805555,-117.14611111,1996,Human,0.1,CA,
38.1721,-102.7424,2015,Human,1.0,CO,0.0
48.98333333,-116.58333333,1998,Natural,0.1,ID,0.0
34.82774,-81.70221998,2007,Human,4.5,SC,
43.60127851,-100.4969215,2012,Human,1.0,SD,
34.72485,-77.22385,2008,Undetermined,2.1,NC,
32.62510446,-92.55947834,2006,Human,0.25,LA,
35.364429,-118.909777,2006,Undetermined,0.1,CA,
43.745,-103.72666667,2001,Human,0.1,SD,1.0
30.9331,-83.8161,1999,Human,12.5,GA,
33.51073002,-92.56328999,2003,Human,50.0,AR,0.0
43.104222,-77.616958,2020,Human,0.15,NY,0.0
32.4842,-86.1464,2000,Human,0.3,AL,
37.27255556,-79.32636111,2010,Human,1.0,VA,
36.78833333,-79.01722222,2012,Natural,0.3,VA,
31.164838,-87.759173,2013,Human,0.1,AL,0.0
35.111,-92.093,2015,Human,1.0,AR,0.0
32.083808,-88.135708,2014,Human,2.0,AL,0.0
44.04108734,-76.08858202,2009,Human,0.1,NY,0.0
44.152488,-90.845257,1998,Human,4.5,WI,
34.9065,-79.7715,2010,Human,0.1,NC,0.0
34.2414,-84.4265,2002,Human,0.06,GA,0.0
41.662846,-91.250553,2012,Human,1.0,IA,0.0
30.88401173,-83.49052119,2008,Human,3.19,GA,
34.5325,-88.6192,2000,Human,20.0,MS,
37.22622998,-85.15825998,2006,Undetermined,2.0,KY,
44.38191,-89.38579,2014,Human,0.2,WI,0.0
35.431108,-79.230101,2016,Human,0.15,NC,0.0
43.79822,-89.57262,2015,Human,0.75,WI,0.0
43.3833,-100.7504,2002,Human,0.5,SD,0.0
39.060324,-95.63287712,2016,Human,0.1,KS,0.0
40.8529383,-76.6640497,2020,Human,3.0,PA,0.0
31.27083333,-83.17861111,2019,Human,8.6,GA,0.0
35.60259983,-95.1539994,1993,Undetermined,7.0,OK,0.0
30.88333,-86.97083,2008,Human,5.0,FL,0.0
37.5333,-109.7507,1994,Natural,0.1,UT,0.0
34.4642,-84.4478,2002,Human,0.02,GA,0.0
32.03911774,-82.67621336,2011,Natural,2.58,GA,0.0
36.99111111,-120.90111111,2004,Human,26.0,CA,0.0
31.37080757,-89.95327931,2016,Human,15.0,MS,0.0
32.55518237,-83.74946884,2011,Natural,0.36,GA,0.0
18.1525,-65.35611,2018,Human,127.0,PR,9.0
38.97,-95.83,2015,Human,0.01,KS,0.0
32.305,-85.173,2016,Human,3.0,AL,0.0
30.990322,-88.115764,2005,Human,5.0,AL,0.0
43.11204698,-77.49447396,2002,Human,0.1,NY,0.0
36.6143,-105.16523,2015,Natural,0.25,NM,0.0
39.5197,-107.6458,2013,Natural,0.1,CO,0.0
37.444725,-119.938296,2016,Human,0.3,CA,0.0
34.199219,-80.534309,2016,Human,2.0,SC,0.0
33.1891,-86.250614,2006,Human,1.0,AL,0.0
32.6014,-80.7767,1998,Human,6.0,SC,
33.56194444,-116.12,1998,Human,4.0,CA,
34.99136667,-79.53378333,2011,Human,1.0,NC,0.0
32.7025,-86.2239,2000,Human,4.0,AL,
35.7767,-94.8342,1998,Human,30.0,OK,0.0
35.6483,-79.925,1993,Human,30.0,NC,
43.1255,-73.529,2017,Human,0.1,NY,2.0
30.96386944,-83.48438889,2013,Human,4.03,GA,0.0
35.020448,-79.329977,2015,Natural,1.91,NC,0.0
41.719749,-70.43206,2019,Human,1.0,MA,0.0
32.8567,-114.4928,2019,Human,1.0,CA,0.0
48.0933,-114.637,2006,Natural,0.03,MT,
40.61805555,-121.95111111,2007,Human,44.0,CA,
37.1942,-111.9803,2011,Natural,0.1,UT,1.0
34.7264,-87.8733,1999,Human,0.1,AL,
39.0559608,-108.5653494,2020,Human,0.1,CO,0.0
35.1165,-111.6049,2015,Undetermined,0.1,AZ,0.0
35.92333002,-87.33832998,2006,Human,0.2,TN,0.0
40.73,-124.20611111,1997,Human,0.1,CA,
31.39565103,-83.98140497,2010,Human,3.4,GA,0.0
34.0141,-117.8642,2009,Undetermined,0.11,CA,
42.419289,-71.945489,2017,Human,0.01,MA,0.0
31.3097,-82.7978,1998,Human,2.1,GA,
46.166197,-115.847058,2002,Natural,0.2,ID,
35.482673,-78.009225,2017,Human,0.15,NC,0.0
35.1537458,-101.8484396,2011,Human,2.0,TX,
46.71741,-113.54316,1992,Undetermined,0.01,MT,
46.66286663,-111.81041271,2020,Human,0.3,MT,0.0
31.4942,-90.5322,2000,Human,1.0,MS,
48.71961793,-94.67670388,2011,Human,0.1,MN,0.0
37.29111,-81.40361,2009,Human,74.0,VA,
31.2558452,-95.56861989,2013,Human,0.05,TX,
32.3841346,-98.1700283,2016,Human,0.5,TX,
31.31115188,-89.01605642,1994,Human,1.0,MS,0.0
32.77181,-86.639458,2007,Human,18.0,AL,0.0
47.57831,-117.70675,2001,Human,1.0,WA,
33.84582998,-81.31472,2004,Human,1.0,SC,
38.28837299,-82.25541356,1993,Human,0.1,WV,0.0
35.0617,-77.0283,1994,Human,0.1,NC,
45.272,-84.559,2015,Human,0.3,MI,0.0
38.3333,-114.6139,2003,Natural,0.1,NV,0.0
43.7863,-70.66391,2018,Human,0.7,ME,0.0
33.6944,-81.1144,2002,Human,6.0,SC,
36.13694444,-120.21,2008,Human,3.0,CA,
33.3502,-84.8331,1995,Human,1.01,GA,0.0
39.3462,-75.0322,2006,Human,0.25,NJ,
26.98694,-81.67056,2007,Human,0.8,FL,0.0
30.04620002,-98.18290999,2007,Human,1.0,TX,
39.8,-74.175,1996,Human,30.0,NJ,
31.2409,-81.7975,2000,Human,0.2,GA,0.0
30.395,-93.5464,1999,Human,2.0,LA,
34.785,-79.315,1994,Human,65.0,NC,
47.41515,-114.88704,1992,Undetermined,0.01,MT,
38.56722222,-120.30027778,2003,Natural,3.0,CA,2.0
39.09194444,-122.34388888,1992,Human,2.0,CA,
34.81073106,-89.61946932,1996,Human,25.0,MS,0.0
37.06194444,-120.17388888,1993,Human,1.0,CA,
33.726374,-95.75999,2014,Human,1.0,TX,
36.1824,-87.6772,2017,Human,2.5,TN,0.0
40.3733,-104.7119,2016,Human,0.01,CO,0.0
28.3836,-81.6153,2002,Human,2.0,FL,
42.86666667,-118.86666667,1992,Human,200.0,OR,0.0
31.16342951,-83.04048333,2008,Human,0.08,GA,
38.40254998,-75.78667,2006,Human,0.2,MD,0.0
44.2518598,-105.5619145,2019,Human,1.0,WY,0.0
35.7833,-81.4333,2001,Human,1.0,NC,
40.8333,-107.884,1994,Natural,950.0,CO,2.0
62.58,-154.13,2014,Natural,1995.0,AK,10.0
33.5125,-79.75833333,1994,Undetermined,10.0,SC,0.0
33.30754009,-83.42208792,2007,Human,1.1,GA,
38.253117,-122.139017,2012,Human,0.25,CA,0.0
34.35416667,-79.3125,1993,Undetermined,0.4,SC,0.0
40.84416,-72.89057,2019,Human,0.1,NY,0.0
31.8064,-81.3714,1992,Human,0.11,GA,0.0
37.69666667,-118.875,1997,Natural,1.0,CA,1.0
32.16331451,-110.9407871,2018,Human,0.1,AZ,0.0
36.9378,-107.6983,2012,Natural,0.1,NM,9.0
35.2166,-119.4843,1997,Human,7485.0,CA,1.0
21.4777584,-158.2209015,2009,Undetermined,0.1,HI,
40.59596571,-73.92864128,2005,Human,0.1,NY,0.0
34.245,-77.8617,1994,Human,0.1,NC,
32.96575,-86.20736,1995,Human,4.0,AL,
37.37308333,-76.26536111,2012,Natural,0.2,VA,
33.825,-79.77916667,1992,Undetermined,0.3,SC,0.0
31.704,-82.8195,2000,Natural,14.63,GA,0.0
45.23483216,-93.23203436,2017,Human,2.0,MN,0.0
34.138391,-85.447018,2006,Human,138.0,AL,0.0
36.324294,-119.607687,2013,Undetermined,0.1,CA,
41.93417,-70.65973,2018,Human,0.25,MA,0.0
30.96923331,-89.85122092,2005,Human,2.0,LA,0.0
34.20525,-80.92947,2007,Human,2.0,SC,
34.17166667,-116.76194444,2018,Natural,0.1,CA,0.0
32.25408,-97.3167,2007,Human,1.0,TX,
31.74578333,-95.79883333,2011,Human,7.0,TX,0.0
43.26972222,-110.54222222,1996,Natural,0.1,WY,1.0
47.3023,-124.276,2008,Human,0.1,WA,0.0
40.84948392,-73.70404797,2006,Human,2.5,NY,0.0
34.028705,-78.306709,2016,Human,0.16,NC,0.0
40.484748,-111.42114,2011,Human,0.5,UT,1.0
30.9289,-92.8156,2000,Human,20.0,LA,
35.0383,-78.1083,1997,Human,1.5,NC,
35.68,-85.5483,2000,Human,0.1,TN,
29.4281244,-98.5268949,2011,Human,1.0,TX,
39.01694444,-120.23361111,2000,Human,0.1,CA,0.0
32.7895,-114.6261,1998,Human,0.8,CA,0.0
18.437004,-66.46093,2006,Undetermined,1.0,PR,
35.468267,-119.06215,2005,Human,0.2,CA,0.0
17.958364,-66.172852,2010,Undetermined,2.0,PR,
34.820317,-120.231246,2017,Undetermined,1.12,CA,
32.144751,-94.968653,2011,Human,0.5,TX,
45.32563354,-87.65185257,2003,Human,1.0,MI,
36.355,-88.685,2001,Human,1.0,TN,
37.94564323,-82.26594724,2003,Human,46.0,WV,1.0
39.08630428,-79.97707657,1993,Human,2.0,WV,0.0
32.63555,-116.780111,2000,Human,0.1,CA,0.0
38.55,-91.3,2005,Human,0.5,MO,
43.1892,-116.0192,2011,Human,0.3,ID,0.0
44.45720945,-92.56753022,2015,Human,3.0,MN,0.0
31.44989,-96.44692001,2005,Human,5.0,TX,
34.51065,-87.20349,1994,Human,0.2,AL,
34.95717,-94.527,2016,Human,0.1,OK,0.0
46.6739,-92.6358,2006,Human,0.1,MN,0.0
35.0333,-80.7,2002,Human,0.1,NC,
33.7591,-111.9645,2011,Undetermined,0.1,AZ,0.0
36.2339,-90.4928,1997,Human,2.0,AR,
31.95207998,-95.21875001,2002,Human,3.0,TX,0.0
40.93255556,-80.22108333,2003,Human,0.1,PA,0.0
30.582399,-96.339208,2013,Human,1.0,TX,
41.431333,-120.58565,2017,Natural,0.01,CA,0.0
40.642873,-81.319864,2014,Human,1.0,OH,
32.5438,-82.6211,1996,Human,13.5,GA,0.0
32.3841346,-98.1700283,2013,Human,2.0,TX,
37.30788,-106.148354,2011,Undetermined,0.1,CO,
40.13194444,-122.27611111,2008,Human,1.0,CA,
29.9275,-97.5954,2018,Human,0.25,TX,
47.9875,-98.8532,1993,Human,15.0,ND,0.0
39.8999,-119.9677,1992,Natural,0.5,CA,0.0
35.978412,-82.309611,2019,Human,0.6,NC,0.0
38.39416667,-106.33138889,2004,Natural,0.1,CO,1.0
32.61465,-86.1878,1995,Human,0.5,AL,
39.282107,-121.388697,2010,Human,2.0,CA,0.0
46.97,-116.38,1997,Natural,0.2,ID,0.0
34.25833333,-117.46,1995,Human,0.1,CA,0.0
39.392,-77.724,2012,Human,1.8,MD,0.0
35.00004,-108.08395,1992,Natural,0.1,NM,0.0
34.94994,-79.68639,2005,Human,0.5,NC,0.0
42.7752,-73.8935,2012,Human,0.1,NY,0.0
33.50625,-94.46042,1995,Human,7.0,TX,
36.171667,-85.721667,2007,Human,0.1,TN,0.0
43.7018,-73.5419,2012,Human,0.1,NY,0.0
30.628075,-83.08946667,2014,Human,2.7,GA,0.0
42.299,-77.6301,2015,Human,0.1,NY,0.0
36.661126,-121.663717,2005,Human,0.1,CA,
39.48837,-75.0759,2020,Human,0.25,NJ,
36.51765001,-80.80427999,2006,Human,7.0,NC,
37.8764,-107.8631,2017,Human,0.01,CO,0.0
33.23956,-94.828835,2014,Human,10.0,TX,
33.61343001,-92.97916002,2006,Human,43.0,AR,
28.8528,-81.2069,2001,Human,1.0,FL,
47.975,-102.0242,2019,Human,1.0,ND,0.0
44.99277778,-114.93916667,2015,Natural,3.0,ID,
33.61844,-96.2503501,2012,Human,0.5,TX,
30.99675833,-84.35690278,2015,Human,2.0,GA,0.0
34.0292,-87.9431,1999,Human,0.1,AL,
30.5039,-82.1199,1992,Human,1.6,GA,0.0
33.98169599,-88.42655826,1997,Human,2.0,MS,0.0
44.85889,-88.50806,2007,Human,1.0,WI,
34.15524619,-89.2745556,1998,Human,2.0,MS,0.0
39.99,-108.4418,2001,Natural,88.0,CO,3.0
41.757778,-70.665237,2015,Human,0.25,MA,0.0
37.07611111,-120.30111111,1994,Human,0.1,CA,
35.19166667,-112.23861111,2016,Natural,0.1,AZ,1.0
35.89888888,-119.40194444,1996,Human,11.0,CA,
31.54083889,-83.388775,2019,Human,1.09,GA,0.0
43.6986,-100.0996,2012,Human,800.0,SD,
27.6886,-81.5485,2020,Human,2.0,FL,0.0
37.706964,-120.433528,2005,Human,0.1,CA,0.0
32.23517553,-84.65632624,2009,Human,1.35,GA,
43.1015945,-100.98365815,2020,Human,0.1,SD,
40.15222222,-115.65055556,1999,Natural,2926.0,NV,4.0
33.0562,-97.8501,2008,Human,0.5,TX,
34.9667,-80.4,2001,Human,0.2,NC,
32.06833333,-89.62833333,1998,Human,1.0,MS,0.0
43.71638889,-115.26222222,2016,Natural,2.0,ID,3.0
35.47230164,-95.01770014,1994,Undetermined,2.0,OK,0.0
36.00333333,-106.72527778,2006,Natural,0.1,NM,0.0
33.14777778,-83.16813889,2014,Human,2.8,GA,0.0
36.68583333,-91.08055556,2011,Human,5.5,MO,0.0
35.2652,-93.7339,2008,Human,1.0,AR,
32.7379,-97.2999,2020,Undetermined,0.1,TX,
17.994455,-66.043442,2007,Undetermined,1.0,PR,
38.868367,-121.311733,2012,Undetermined,0.25,CA,0.0
33.76386,-85.45607,1996,Human,0.5,AL,
32.06935483,-89.27917171,1994,Human,9.0,MS,0.0
35.5667,-78.0667,1999,Human,0.3,NC,
41.86731,-85.88065,2018,Human,1.0,MI,
43.47705,-73.73106,2009,Human,0.3,NY,0.0
30.21425,-99.039,2008,Human,31.0,TX,
34.876625,-80.720276,2017,Human,1.76,NC,0.0
44.0161,-107.925,2019,Human,0.1,WY,0.0
44.00251,-121.28677,1996,Human,0.01,OR,0.0
33.46355544,-105.7722097,2020,Human,0.1,NM,0.0
36.31359885,-94.97949995,1995,Undetermined,60.0,OK,1.0
36.807845,-98.23558,2018,Human,0.1,OK,0.0
37.7706,-119.4161,2005,Natural,98.2,CA,79.0
45.18454321,-88.90941407,1992,Human,0.3,WI,0.0
34.2681,-85.6425,2000,Human,0.2,AL,
38.9728,-104.5289,2010,Human,0.1,CO,0.0
31.06944444,-89.06972222,2004,Human,3.0,MS,1.0
32.0291,-80.9859,1997,Human,1.35,GA,0.0
43.4932,-120.5844,1996,Natural,0.1,OR,0.0
30.4781,-90.6592,2016,Human,7.46,LA,0.0
32.54557778,-82.85379722,2013,Human,0.23,GA,0.0
35.08,-108.14666667,1996,Natural,2.0,NM,1.0
36.2566,-105.8189,2011,Human,1.0,NM,1.0
33.75833333,-81.77083333,1995,Undetermined,0.5,SC,0.0
33.4345,-112.547,2010,Undetermined,0.1,AZ,0.0
32.88903,-86.57172,1994,Human,2.0,AL,
44.60956,-117.70048,1992,Natural,0.01,OR,0.0
32.70417,-80.29888999,2004,Human,1.0,SC,
41.3515,-75.80731,2015,Human,2.0,PA,0.0
48.52261,-121.8816,2019,Human,0.1,WA,0.0
38.166153,-91.651378,2019,Human,1.42,MO,0.0
37.84972,-75.63139,2008,Human,1.0,VA,
32.4922,-81.7493,1992,Human,0.14,GA,0.0
33.61194444,-114.53,1993,Human,0.1,CA,
33.573,-84.7118,1993,Human,1.49,GA,0.0
34.12754,-92.25325,2014,Human,3.0,AR,0.0
34.67,-84.8848,1994,Human,0.46,GA,0.0
30.7747,-89.5831,2006,Human,5.0,MS,
21.3430214,-158.0197144,2012,Undetermined,0.1,HI,
19.4248943,-154.8831329,2011,Undetermined,0.01,HI,
37.6394,-113.5831,2018,Natural,1.0,UT,0.0
38.35194444,-122.27111111,1992,Human,3.0,CA,
40.8814,-74.8487,2013,Human,0.5,NJ,9.0
35.145,-111.765,1994,Natural,0.5,AZ,0.0
32.1861,-88.0503,2000,Human,2.0,AL,
35.952134,-79.319203,2019,Human,0.56,NC,0.0
33.7697,-81.1614,2000,Human,1.0,SC,
30.15055,-83.51250001,2007,Natural,0.3,FL,1.0
30.73,-81.97,1993,Human,1.5,FL,
33.577794,-112.082597,2020,Human,0.1,AZ,
33.70611111,-117.35388888,1993,Human,4.0,CA,
32.4614,-89.2222,2000,Human,0.1,MS,
31.20817648,-90.75493548,1996,Human,4.0,MS,0.0
34.32583333,-110.57694444,2014,Natural,0.1,AZ,1.0
31.9425,-96.16972,2007,Human,3.0,TX,
40.5667,-74.1,1996,Human,0.5,NY,0.0
38.49418145,-82.22594214,2000,Human,1.0,WV,0.0
40.53111111,-120.59388888,2000,Human,0.2,CA,0.0
47.8853,-118.51,2009,Natural,0.3,WA,0.0
40.8542,-109.1831,2007,Natural,0.1,UT,0.0
39.75,-105.1,2014,Human,0.1,CO,0.0
37.70488,-84.07583,2012,Human,1.0,KY,
44.7832,-121.2178,1997,Human,0.1,OR,0.0
35.2805,-93.61815,2011,Human,26.0,AR,0.0
37.11946105,-82.76579284,2016,Human,1.0,KY,0.0
30.23279,-89.71606,2009,Human,3.7,LA,
34.993667,-120.344667,2014,Human,22.0,CA,1.0
34.325,-77.7917,1996,Human,0.4,NC,
26.75423,-99.16358,2008,Human,0.4,TX,
47.82268,-121.57156,2002,Human,0.1,WA,
34.33833333,-110.98333333,1992,Human,0.1,AZ,0.0
35.0369,-83.7641,2007,Undetermined,1.0,NC,
32.42833333,-110.78166667,1995,Natural,0.1,AZ,0.0
41.3447,-74.1685,2014,Human,0.1,NY,
47.99231984,-93.16005294,2006,Human,0.25,MN,
44.7498,-121.2512,1995,Human,0.1,OR,0.0
32.2966,-102.3907,2011,Human,0.1,TX,
45.9228,-107.8561,2006,Natural,121687.0,MT,
27.762,-82.2692,2016,Human,5.0,FL,0.0
32.88,-91.8253,2000,Human,2.0,LA,
41.55227844,-74.19171046,2010,Human,0.1,NY,
33.91812778,-84.72476944,2015,Human,0.75,GA,1.0
28.5,-82.34,2000,Human,25.5,FL,
46.39546794,-123.02136571,2006,Human,0.5,WA,
46.763701,-116.638939,1996,Human,3.0,ID,
46.37389,-100.58611,2011,Human,0.1,ND,0.0
30.42414509,-90.14723677,2005,Human,0.25,LA,0.0
36.27952,-92.16359,2015,Human,25.0,AR,0.0
33.81333333,-109.38,1995,Natural,0.2,AZ,0.0
33.7851,-109.9907,1997,Natural,0.1,AZ,0.0
44.869868,-88.316077,2000,Human,0.1,WI,
33.1187,-110.2031,2000,Human,0.1,AZ,0.0
34.064935,-85.569686,2005,Human,20.0,AL,0.0
37.50696,-122.3388,2020,Undetermined,1.0,CA,
29.99,-83.15,1999,Human,2.0,FL,
42.1508,-105.5189,1998,Natural,8.0,WY,0.0
30.7289,-87.2211,1992,Human,5.0,FL,
30.31,-83.22,1998,Natural,13.0,FL,
43.26921,-116.17213,2014,Human,0.3,ID,0.0
46.049944,-67.897444,2008,Human,0.25,ME,0.0
32.475,-81.04166667,1996,Undetermined,0.2,SC,0.0
34.480404,-80.294281,2017,Human,35.0,SC,0.0
37.626062,-120.992589,2020,Undetermined,0.01,CA,
35.35427,-77.67001,2005,Human,0.1,NC,0.0
